"gene_symbol","present_in_gpl14951_symbol_or_ilmn_gene","intentionally_modernized"
"CTHRC1",TRUE,FALSE
"CTLA4",TRUE,FALSE
"CTNNA1",TRUE,FALSE
"CTNNA2",TRUE,FALSE
"CTNNA3",TRUE,FALSE
"CTNNAL1",TRUE,FALSE
"CTNNB1",TRUE,FALSE
"CTNNBIP1",TRUE,FALSE
"CTNNBL1",TRUE,FALSE
"CTNND1",TRUE,FALSE
"CTNND2",TRUE,FALSE
"CTNS",TRUE,FALSE
"CTPS",TRUE,FALSE
"CTPS2",TRUE,FALSE
"CTR9",TRUE,FALSE
"CTRB1",TRUE,FALSE
"CTRB2",TRUE,FALSE
"CTRC",TRUE,FALSE
"CTRL",TRUE,FALSE
"CTSA",TRUE,FALSE
"CTSB",TRUE,FALSE
"CTSC",TRUE,FALSE
"CTSD",TRUE,FALSE
"CTSE",TRUE,FALSE
"CTSF",TRUE,FALSE
"CTSG",TRUE,FALSE
"CTSH",TRUE,FALSE
"CTSK",TRUE,FALSE
"CTSL1",TRUE,FALSE
"CTSL2",TRUE,FALSE
"CTSL3",TRUE,FALSE
"CTSO",TRUE,FALSE
"CTSS",TRUE,FALSE
"CTSW",TRUE,FALSE
"CTSZ",TRUE,FALSE
"CTTN",TRUE,FALSE
"CTTNBP2",TRUE,FALSE
"CTTNBP2NL",TRUE,FALSE
"CTU2",TRUE,FALSE
"CTXN1",TRUE,FALSE
"CTXN2",TRUE,FALSE
"CTXN3",TRUE,FALSE
"CUBN",TRUE,FALSE
"CUEDC1",TRUE,FALSE
"CUEDC2",TRUE,FALSE
"CUGBP1",TRUE,FALSE
"CUGBP2",TRUE,FALSE
"CUL1",TRUE,FALSE
"CUL2",TRUE,FALSE
"CUL3",TRUE,FALSE
"CUL4A",TRUE,FALSE
"CUL4B",TRUE,FALSE
"CUL5",TRUE,FALSE
"CUL7",TRUE,FALSE
"CUL9",TRUE,FALSE
"CUTA",TRUE,FALSE
"CUTC",TRUE,FALSE
"CUTL1",TRUE,FALSE
"CUX1",TRUE,FALSE
"CUX2",TRUE,FALSE
"CUZD1",TRUE,FALSE
"CWC15",TRUE,FALSE
"CWC22",TRUE,FALSE
"CWF19L1",TRUE,FALSE
"CWF19L2",TRUE,FALSE
"CX3CL1",TRUE,FALSE
"CX3CR1",TRUE,FALSE
"CXADR",TRUE,FALSE
"CXADRP2",TRUE,FALSE
"CXADRP3",TRUE,FALSE
"CXCL1",TRUE,FALSE
"CXCL10",TRUE,FALSE
"CXCL11",TRUE,FALSE
"CXCL12",TRUE,FALSE
"CXCL13",TRUE,FALSE
"CXCL14",TRUE,FALSE
"CXCL16",TRUE,FALSE
"CXCL17",TRUE,FALSE
"CXCL2",TRUE,FALSE
"CXCL3",TRUE,FALSE
"CXCL5",TRUE,FALSE
"CXCL6",TRUE,FALSE
"CXCL9",TRUE,FALSE
"CXCR1",TRUE,FALSE
"CXCR3",TRUE,FALSE
"CXCR4",TRUE,FALSE
"CXCR5",TRUE,FALSE
"CXCR6",TRUE,FALSE
"CXCR7",TRUE,FALSE
"CXORF1",TRUE,FALSE
"CXORF12",TRUE,FALSE
"CXORF15",TRUE,FALSE
"CXORF20",TRUE,FALSE
"CXORF21",TRUE,FALSE
"CXORF22",TRUE,FALSE
"CXORF23",TRUE,FALSE
"CXORF26",TRUE,FALSE
"CXORF36",TRUE,FALSE
"CXORF38",TRUE,FALSE
"CXORF39",TRUE,FALSE
"CXORF40A",TRUE,FALSE
"CXORF40B",TRUE,FALSE
"CXORF41",TRUE,FALSE
"CXORF45",TRUE,FALSE
"CXORF48",TRUE,FALSE
"CXORF55",TRUE,FALSE
"CXORF56",TRUE,FALSE
"CXORF57",TRUE,FALSE
"CXORF58",TRUE,FALSE
"CXORF59",TRUE,FALSE
"CXORF61",TRUE,FALSE
"CXORF64",TRUE,FALSE
"CXORF65",TRUE,FALSE
"CXORF67",TRUE,FALSE
"CXXC1",TRUE,FALSE
"CXXC4",TRUE,FALSE
"CXXC5",TRUE,FALSE
"CXXC6",TRUE,FALSE
"CYB561",TRUE,FALSE
"CYB561D1",TRUE,FALSE
"CYB561D2",TRUE,FALSE
"CYB5A",TRUE,FALSE
"CYB5B",TRUE,FALSE
"CYB5D1",TRUE,FALSE
"CYB5D2",TRUE,FALSE
"CYB5R1",TRUE,FALSE
"CYB5R2",TRUE,FALSE
"CYB5R3",TRUE,FALSE
"CYB5R4",TRUE,FALSE
"CYB5RL",TRUE,FALSE
"CYBA",TRUE,FALSE
"CYBASC3",TRUE,FALSE
"CYBB",TRUE,FALSE
"CYBRD1",TRUE,FALSE
"CYC1",TRUE,FALSE
"CYCS",TRUE,FALSE
"CYCSL1",TRUE,FALSE
"CYCSP52",TRUE,FALSE
"CYFIP1",TRUE,FALSE
"CYFIP2",TRUE,FALSE
"CYGB",TRUE,FALSE
"CYHR1",TRUE,FALSE
"CYLC1",TRUE,FALSE
"CYLC2",TRUE,FALSE
"CYLD",TRUE,FALSE
"CYLN2",TRUE,FALSE
"CYMP",TRUE,FALSE
"CYORF14",TRUE,FALSE
"CYORF15A",TRUE,FALSE
"CYORF15B",TRUE,FALSE
"CYP11A1",TRUE,FALSE
"CYP11B1",TRUE,FALSE
"CYP11B2",TRUE,FALSE
"CYP17A1",TRUE,FALSE
"CYP19A1",TRUE,FALSE
"CYP1A1",TRUE,FALSE
"CYP1A2",TRUE,FALSE
"CYP1B1",TRUE,FALSE
"CYP20A1",TRUE,FALSE
"CYP21A2",TRUE,FALSE
"CYP24A1",TRUE,FALSE
"CYP26A1",TRUE,FALSE
"CYP26B1",TRUE,FALSE
"CYP26C1",TRUE,FALSE
"CYP27A1",TRUE,FALSE
"CYP27B1",TRUE,FALSE
"CYP27C1",TRUE,FALSE
"CYP2A13",TRUE,FALSE
"CYP2A6",TRUE,FALSE
"CYP2A7",TRUE,FALSE
"CYP2B6",TRUE,FALSE
"CYP2B7P1",TRUE,FALSE
"CYP2C18",TRUE,FALSE
"CYP2C19",TRUE,FALSE
"CYP2C8",TRUE,FALSE
"CYP2C9",TRUE,FALSE
"CYP2D6",TRUE,FALSE
"CYP2D7P1",TRUE,FALSE
"CYP2E1",TRUE,FALSE
"CYP2F1",TRUE,FALSE
"CYP2J2",TRUE,FALSE
"CYP2R1",TRUE,FALSE
"CYP2S1",TRUE,FALSE
"CYP2U1",TRUE,FALSE
"CYP2W1",TRUE,FALSE
"CYP39A1",TRUE,FALSE
"CYP3A4",TRUE,FALSE
"CYP3A43",TRUE,FALSE
"CYP3A5",TRUE,FALSE
"CYP3A7",TRUE,FALSE
"CYP46A1",TRUE,FALSE
"CYP4A11",TRUE,FALSE
"CYP4A22",TRUE,FALSE
"CYP4B1",TRUE,FALSE
"CYP4F11",TRUE,FALSE
"CYP4F12",TRUE,FALSE
"CYP4F2",TRUE,FALSE
"CYP4F22",TRUE,FALSE
"CYP4F3",TRUE,FALSE
"CYP4F8",TRUE,FALSE
"CYP4V2",TRUE,FALSE
"CYP4X1",TRUE,FALSE
"CYP4Z1",TRUE,FALSE
"CYP4Z2P",TRUE,FALSE
"CYP51A1",TRUE,FALSE
"CYP7A1",TRUE,FALSE
"CYP7B1",TRUE,FALSE
"CYP8B1",TRUE,FALSE
"CYR61",TRUE,FALSE
"CYS1",TRUE,FALSE
"CYSLTR1",TRUE,FALSE
"CYSLTR2",TRUE,FALSE
"CYTH1",TRUE,FALSE
"CYTH2",TRUE,FALSE
"CYTH3",TRUE,FALSE
"CYTH4",TRUE,FALSE
"CYTIP",TRUE,FALSE
"CYTL1",TRUE,FALSE
"CYTSA",TRUE,FALSE
"CYTSB",TRUE,FALSE
"CYYR1",TRUE,FALSE
"D21S2056E",TRUE,FALSE
"D2HGDH",TRUE,FALSE
"D4S234E",TRUE,FALSE
"DAAM1",TRUE,FALSE
"DAAM2",TRUE,FALSE
"DAB1",TRUE,FALSE
"DAB2",TRUE,FALSE
"DAB2IP",TRUE,FALSE
"DACH1",TRUE,FALSE
"DACH2",TRUE,FALSE
"DACT1",TRUE,FALSE
"DACT2",TRUE,FALSE
"DACT3",TRUE,FALSE
"DAD1",TRUE,FALSE
"DAD1L",TRUE,FALSE
"DAG1",TRUE,FALSE
"DAGLA",TRUE,FALSE
"DAGLB",TRUE,FALSE
"DAK",TRUE,FALSE
"DALRD3",TRUE,FALSE
"DAND5",TRUE,FALSE
"DAO",TRUE,FALSE
"DAOA",TRUE,FALSE
"DAP",TRUE,FALSE
"DAP3",TRUE,FALSE
"DAPK1",TRUE,FALSE
"DAPK2",TRUE,FALSE
"DAPK3",TRUE,FALSE
"DAPL1",TRUE,FALSE
"DAPP1",TRUE,FALSE
"DARC",TRUE,FALSE
"DARS",TRUE,FALSE
"DARS2",TRUE,FALSE
"DAXX",TRUE,FALSE
"DAZ1",TRUE,FALSE
"DAZ2",TRUE,FALSE
"DAZ3",TRUE,FALSE
"DAZ4",TRUE,FALSE
"DAZAP1",TRUE,FALSE
"DAZAP2",TRUE,FALSE
"DAZL",TRUE,FALSE
"DBC1",TRUE,FALSE
"DBF4",TRUE,FALSE
"DBF4B",TRUE,FALSE
"DBH",TRUE,FALSE
"DBI",TRUE,FALSE
"DBN1",TRUE,FALSE
"DBNDD1",TRUE,FALSE
"DBNDD2",TRUE,FALSE
"DBNL",TRUE,FALSE
"DBP",TRUE,FALSE
"DBR1",TRUE,FALSE
"DBT",TRUE,FALSE
"DBX1",TRUE,FALSE
"DBX2",TRUE,FALSE
"DCAF10",TRUE,FALSE
"DCAF12L2",TRUE,FALSE
"DCAF15",TRUE,FALSE
"DCAF16",TRUE,FALSE
"DCAF4L1",TRUE,FALSE
"DCAF6",TRUE,FALSE
"DCAF7",TRUE,FALSE
"DCAF8L1",TRUE,FALSE
"DCAKD",TRUE,FALSE
"DCBLD1",TRUE,FALSE
"DCBLD2",TRUE,FALSE
"DCC",TRUE,FALSE
"DCD",TRUE,FALSE
"DCDC1",TRUE,FALSE
"DCDC2",TRUE,FALSE
"DCDC5",TRUE,FALSE
"DCHS1",TRUE,FALSE
"DCHS2",TRUE,FALSE
"DCI",TRUE,FALSE
"DCK",TRUE,FALSE
"DCLK1",TRUE,FALSE
"DCLK2",TRUE,FALSE
"DCLK3",TRUE,FALSE
"DCLRE1A",TRUE,FALSE
"DCLRE1B",TRUE,FALSE
"DCLRE1C",TRUE,FALSE
"DCN",TRUE,FALSE
"DCP1A",TRUE,FALSE
"DCP1B",TRUE,FALSE
"DCP2",TRUE,FALSE
"DCPS",TRUE,FALSE
"DCST1",TRUE,FALSE
"DCST2",TRUE,FALSE
"DCT",TRUE,FALSE
"DCTD",TRUE,FALSE
"DCTN1",TRUE,FALSE
"DCTN2",TRUE,FALSE
"DCTN3",TRUE,FALSE
"DCTN4",TRUE,FALSE
"DCTN5",TRUE,FALSE
"DCTN6",TRUE,FALSE
"DCTPP1",TRUE,FALSE
"DCUN1D1",TRUE,FALSE
"DCUN1D2",TRUE,FALSE
"DCUN1D3",TRUE,FALSE
"DCUN1D4",TRUE,FALSE
"DCUN1D5",TRUE,FALSE
"DCX",TRUE,FALSE
"DCXR",TRUE,FALSE
"DDA1",TRUE,FALSE
"DDAH1",TRUE,FALSE
"DDAH2",TRUE,FALSE
"DDB1",TRUE,FALSE
"DDB2",TRUE,FALSE
"DDC",TRUE,FALSE
"DDEF2",TRUE,FALSE
"DDHD1",TRUE,FALSE
"DDHD2",TRUE,FALSE
"DDI1",TRUE,FALSE
"DDI2",TRUE,FALSE
"DDIT3",TRUE,FALSE
"DDIT4",TRUE,FALSE
"DDIT4L",TRUE,FALSE
"DDN",TRUE,FALSE
"DDO",TRUE,FALSE
"DDOST",TRUE,FALSE
"DDR1",TRUE,FALSE
"DDR2",TRUE,FALSE
"DDRGK1",TRUE,FALSE
"DDT",TRUE,FALSE
"DDTL",TRUE,FALSE
"DDX1",TRUE,FALSE
"DDX10",TRUE,FALSE
"DDX11",TRUE,FALSE
"DDX17",TRUE,FALSE
"DDX18",TRUE,FALSE
"DDX19A",TRUE,FALSE
"DDX19B",TRUE,FALSE
"DDX20",TRUE,FALSE
"DDX21",TRUE,FALSE
"DDX23",TRUE,FALSE
"DDX24",TRUE,FALSE
"DDX25",TRUE,FALSE
"DDX26B",TRUE,FALSE
"DDX27",TRUE,FALSE
"DDX28",TRUE,FALSE
"DDX31",TRUE,FALSE
"DDX39",TRUE,FALSE
"DDX3X",TRUE,FALSE
"DDX3Y",TRUE,FALSE
"DDX4",TRUE,FALSE
"DDX41",TRUE,FALSE
"DDX42",TRUE,FALSE
"DDX43",TRUE,FALSE
"DDX46",TRUE,FALSE
"DDX47",TRUE,FALSE
"DDX49",TRUE,FALSE
"DDX5",TRUE,FALSE
"DDX50",TRUE,FALSE
"DDX51",TRUE,FALSE
"DDX52",TRUE,FALSE
"DDX53",TRUE,FALSE
"DDX54",TRUE,FALSE
"DDX55",TRUE,FALSE
"DDX56",TRUE,FALSE
"DDX58",TRUE,FALSE
"DDX59",TRUE,FALSE
"DDX6",TRUE,FALSE
"DDX60",TRUE,FALSE
"DDX60L",TRUE,FALSE
"DEADC1",TRUE,FALSE
"DEAF1",TRUE,FALSE
"DEC1",TRUE,FALSE
"DECR1",TRUE,FALSE
"DECR2",TRUE,FALSE
"DEDD",TRUE,FALSE
"DEDD2",TRUE,FALSE
"DEF6",TRUE,FALSE
"DEF8",TRUE,FALSE
"DEFA1",TRUE,FALSE
"DEFA1B",TRUE,FALSE
"DEFA3",TRUE,FALSE
"DEFA4",TRUE,FALSE
"DEFA5",TRUE,FALSE
"DEFA6",TRUE,FALSE
"DEFB1",TRUE,FALSE
"DEFB103A",TRUE,FALSE
"DEFB104B",TRUE,FALSE
"DEFB105A",TRUE,FALSE
"DEFB105B",TRUE,FALSE
"DEFB106A",TRUE,FALSE
"DEFB106B",TRUE,FALSE
"DEFB107A",TRUE,FALSE
"DEFB107B",TRUE,FALSE
"DEFB108B",TRUE,FALSE
"DEFB109",TRUE,FALSE
"DEFB109P1",TRUE,FALSE
"DEFB110",TRUE,FALSE
"DEFB112",TRUE,FALSE
"DEFB113",TRUE,FALSE
"DEFB114",TRUE,FALSE
"DEFB115",TRUE,FALSE
"DEFB116",TRUE,FALSE
"DEFB118",TRUE,FALSE
"DEFB119",TRUE,FALSE
"DEFB121",TRUE,FALSE
"DEFB122",TRUE,FALSE
"DEFB123",TRUE,FALSE
"DEFB124",TRUE,FALSE
"DEFB125",TRUE,FALSE
"DEFB126",TRUE,FALSE
"DEFB127",TRUE,FALSE
"DEFB128",TRUE,FALSE
"DEFB129",TRUE,FALSE
"DEFB130",TRUE,FALSE
"DEFB131",TRUE,FALSE
"DEFB132",TRUE,FALSE
"DEFB133",TRUE,FALSE
"DEFB134",TRUE,FALSE
"DEFB135",TRUE,FALSE
"DEFB137",TRUE,FALSE
"DEFB32",TRUE,FALSE
"DEFB4",TRUE,FALSE
"DEGS1",TRUE,FALSE
"DEGS2",TRUE,FALSE
"DEK",TRUE,FALSE
"DEM1",TRUE,FALSE
"DENND1A",TRUE,FALSE
"DENND1B",TRUE,FALSE
"DENND1C",TRUE,FALSE
"DENND2A",TRUE,FALSE
"DENND2C",TRUE,FALSE
"DENND2D",TRUE,FALSE
"DENND3",TRUE,FALSE
"DENND4A",TRUE,FALSE
"DENND4B",TRUE,FALSE
"DENND4C",TRUE,FALSE
"DENND5A",TRUE,FALSE
"DENND5B",TRUE,FALSE
"DENR",TRUE,FALSE
"DEPDC1",TRUE,FALSE
"DEPDC1B",TRUE,FALSE
"DEPDC4",TRUE,FALSE
"DEPDC5",TRUE,FALSE
"DEPDC6",TRUE,FALSE
"DEPDC7",TRUE,FALSE
"DERA",TRUE,FALSE
"DERL1",TRUE,FALSE
"DERL2",TRUE,FALSE
"DERL3",TRUE,FALSE
"DERPC",TRUE,FALSE
"DES",TRUE,FALSE
"DET1",TRUE,FALSE
"DEXI",TRUE,FALSE
"DFFA",TRUE,FALSE
"DFFB",TRUE,FALSE
"DFNA5",TRUE,FALSE
"DFNB31",TRUE,FALSE
"DFNB59",TRUE,FALSE
"DGAT1",TRUE,FALSE
"DGAT2",TRUE,FALSE
"DGAT2L3",TRUE,FALSE
"DGAT2L6",TRUE,FALSE
"DGCR10",TRUE,FALSE
"DGCR11",TRUE,FALSE
"DGCR14",TRUE,FALSE
"DGCR2",TRUE,FALSE
"DGCR5",TRUE,FALSE
"DGCR6",TRUE,FALSE
"DGCR6L",TRUE,FALSE
"DGCR8",TRUE,FALSE
"DGCR9",TRUE,FALSE
"DGKA",TRUE,FALSE
"DGKB",TRUE,FALSE
"DGKD",TRUE,FALSE
"DGKE",TRUE,FALSE
"DGKG",TRUE,FALSE
"DGKH",TRUE,FALSE
"DGKI",TRUE,FALSE
"DGKK",TRUE,FALSE
"DGKQ",TRUE,FALSE
"DGKZ",TRUE,FALSE
"DGUOK",TRUE,FALSE
"DHCR24",TRUE,FALSE
"DHCR7",TRUE,FALSE
"DHDDS",TRUE,FALSE
"DHDH",TRUE,FALSE
"DHFR",TRUE,FALSE
"DHFRL1",TRUE,FALSE
"DHH",TRUE,FALSE
"DHODH",TRUE,FALSE
"DHPS",TRUE,FALSE
"DHRS1",TRUE,FALSE
"DHRS11",TRUE,FALSE
"DHRS12",TRUE,FALSE
"DHRS13",TRUE,FALSE
"DHRS2",TRUE,FALSE
"DHRS3",TRUE,FALSE
"DHRS4",TRUE,FALSE
"DHRS4L1",TRUE,FALSE
"DHRS4L2",TRUE,FALSE
"DHRS7",TRUE,FALSE
"DHRS7B",TRUE,FALSE
"DHRS7C",TRUE,FALSE
"DHRS9",TRUE,FALSE
"DHRSX",TRUE,FALSE
"DHTKD1",TRUE,FALSE
"DHX15",TRUE,FALSE
"DHX16",TRUE,FALSE
"DHX29",TRUE,FALSE
"DHX30",TRUE,FALSE
"DHX32",TRUE,FALSE
"DHX33",TRUE,FALSE
"DHX34",TRUE,FALSE
"DHX35",TRUE,FALSE
"DHX36",TRUE,FALSE
"DHX37",TRUE,FALSE
"DHX38",TRUE,FALSE
"DHX40",TRUE,FALSE
"DHX40P",TRUE,FALSE
"DHX57",TRUE,FALSE
"DHX58",TRUE,FALSE
"DHX8",TRUE,FALSE
"DHX9",TRUE,FALSE
"DIABLO",TRUE,FALSE
"DIAPH1",TRUE,FALSE
"DIAPH2",TRUE,FALSE
"DIAPH3",TRUE,FALSE
"DICER1",TRUE,FALSE
"DIDO1",TRUE,FALSE
"DIMT1L",TRUE,FALSE
"DIO1",TRUE,FALSE
"DIO2",TRUE,FALSE
"DIO3",TRUE,FALSE
"DIO3OS",TRUE,FALSE
"DIP2A",TRUE,FALSE
"DIP2B",TRUE,FALSE
"DIP2C",TRUE,FALSE
"DIRAS1",TRUE,FALSE
"DIRAS2",TRUE,FALSE
"DIRAS3",TRUE,FALSE
"DIRC1",TRUE,FALSE
"DIRC2",TRUE,FALSE
"DIS3",TRUE,FALSE
"DIS3L",TRUE,FALSE
"DIS3L2",TRUE,FALSE
"DISC1",TRUE,FALSE
"DISC2",TRUE,FALSE
"DISP1",TRUE,FALSE
"DISP2",TRUE,FALSE
"DIXDC1",TRUE,FALSE
"DJ222E13.2",TRUE,FALSE
"DJ341D10.1",TRUE,FALSE
"DKC1",TRUE,FALSE
"DKFZP434I1020",TRUE,FALSE
"DKFZP451A211",TRUE,FALSE
"DKFZP564J102",TRUE,FALSE
"DKFZP564N2472",TRUE,FALSE
"DKFZP564O0523",TRUE,FALSE
"DKFZP586I1420",TRUE,FALSE
"DKFZP686A1627",TRUE,FALSE
"DKFZP686D0972",TRUE,FALSE
"DKFZP686E2158",TRUE,FALSE
"DKFZP686I15217",TRUE,FALSE
"DKFZP686O24166",TRUE,FALSE
"DKFZP761E198",TRUE,FALSE
"DKK1",TRUE,FALSE
"DKK2",TRUE,FALSE
"DKK3",TRUE,FALSE
"DKK4",TRUE,FALSE
"DKKL1",TRUE,FALSE
"DLAT",TRUE,FALSE
"DLC1",TRUE,FALSE
"DLD",TRUE,FALSE
"DLEC1",TRUE,FALSE
"DLEU1",TRUE,FALSE
"DLEU2L",TRUE,FALSE
"DLEU7",TRUE,FALSE
"DLG1",TRUE,FALSE
"DLG2",TRUE,FALSE
"DLG3",TRUE,FALSE
"DLG4",TRUE,FALSE
"DLG5",TRUE,FALSE
"DLGAP1",TRUE,FALSE
"DLGAP2",TRUE,FALSE
"DLGAP3",TRUE,FALSE
"DLGAP4",TRUE,FALSE
"DLGAP5",TRUE,FALSE
"DLK1",TRUE,FALSE
"DLK2",TRUE,FALSE
"DLL1",TRUE,FALSE
"DLL3",TRUE,FALSE
"DLL4",TRUE,FALSE
"DLST",TRUE,FALSE
"DLX1",TRUE,FALSE
"DLX2",TRUE,FALSE
"DLX3",TRUE,FALSE
"DLX4",TRUE,FALSE
"DLX5",TRUE,FALSE
"DLX6",TRUE,FALSE
"DLX6AS",TRUE,FALSE
"DMAP1",TRUE,FALSE
"DMBT1",TRUE,FALSE
"DMBX1",TRUE,FALSE
"DMC1",TRUE,FALSE
"DMD",TRUE,FALSE
"DMGDH",TRUE,FALSE
"DMKN",TRUE,FALSE
"DMP1",TRUE,FALSE
"DMPK",TRUE,FALSE
"DMRT1",TRUE,FALSE
"DMRT2",TRUE,FALSE
"DMRT3",TRUE,FALSE
"DMRTA1",TRUE,FALSE
"DMRTB1",TRUE,FALSE
"DMRTC1",TRUE,FALSE
"DMRTC2",TRUE,FALSE
"DMTF1",TRUE,FALSE
"DMWD",TRUE,FALSE
"DMXL1",TRUE,FALSE
"DMXL2",TRUE,FALSE
"DNA2",TRUE,FALSE
"DNAH1",TRUE,FALSE
"DNAH10",TRUE,FALSE
"DNAH11",TRUE,FALSE
"DNAH12L",TRUE,FALSE
"DNAH17",TRUE,FALSE
"DNAH2",TRUE,FALSE
"DNAH3",TRUE,FALSE
"DNAH5",TRUE,FALSE
"DNAH6",TRUE,FALSE
"DNAH7",TRUE,FALSE
"DNAH8",TRUE,FALSE
"DNAH9",TRUE,FALSE
"DNAHL1",TRUE,FALSE
"DNAI1",TRUE,FALSE
"DNAI2",TRUE,FALSE
"DNAJA1",TRUE,FALSE
"DNAJA2",TRUE,FALSE
"DNAJA3",TRUE,FALSE
"DNAJA4",TRUE,FALSE
"DNAJB1",TRUE,FALSE
"DNAJB11",TRUE,FALSE
"DNAJB12",TRUE,FALSE
"DNAJB13",TRUE,FALSE
"DNAJB14",TRUE,FALSE
"DNAJB2",TRUE,FALSE
"DNAJB3",TRUE,FALSE
"DNAJB4",TRUE,FALSE
"DNAJB5",TRUE,FALSE
"DNAJB6",TRUE,FALSE
"DNAJB7",TRUE,FALSE
"DNAJB8",TRUE,FALSE
"DNAJB9",TRUE,FALSE
"DNAJC1",TRUE,FALSE
"DNAJC10",TRUE,FALSE
"DNAJC11",TRUE,FALSE
"DNAJC12",TRUE,FALSE
"DNAJC13",TRUE,FALSE
"DNAJC14",TRUE,FALSE
"DNAJC15",TRUE,FALSE
"DNAJC16",TRUE,FALSE
"DNAJC17",TRUE,FALSE
"DNAJC18",TRUE,FALSE
"DNAJC19",TRUE,FALSE
"DNAJC2",TRUE,FALSE
"DNAJC21",TRUE,FALSE
"DNAJC22",TRUE,FALSE
"DNAJC24",TRUE,FALSE
"DNAJC25",TRUE,FALSE
"DNAJC25-GNG10",TRUE,FALSE
"DNAJC27",TRUE,FALSE
"DNAJC28",TRUE,FALSE
"DNAJC3",TRUE,FALSE
"DNAJC30",TRUE,FALSE
"DNAJC4",TRUE,FALSE
"DNAJC5",TRUE,FALSE
"DNAJC5B",TRUE,FALSE
"DNAJC5G",TRUE,FALSE
"DNAJC6",TRUE,FALSE
"DNAJC7",TRUE,FALSE
"DNAJC8",TRUE,FALSE
"DNAJC9",TRUE,FALSE
"DNAL1",TRUE,FALSE
"DNAL4",TRUE,FALSE
"DNALI1",TRUE,FALSE
"DNASE1",TRUE,FALSE
"DNASE1L1",TRUE,FALSE
"DNASE1L2",TRUE,FALSE
"DNASE1L3",TRUE,FALSE
"DNASE2",TRUE,FALSE
"DNASE2B",TRUE,FALSE
"DND1",TRUE,FALSE
"DNER",TRUE,FALSE
"DNHD1",TRUE,FALSE
"DNHD2",TRUE,FALSE
"DNHL1",TRUE,FALSE
"DNLZ",TRUE,FALSE
"DNM1",TRUE,FALSE
"DNM1L",TRUE,FALSE
"DNM1P35",TRUE,FALSE
"DNM2",TRUE,FALSE
"DNM3",TRUE,FALSE
"DNMBP",TRUE,FALSE
"DNMT1",TRUE,FALSE
"DNMT3A",TRUE,FALSE
"DNMT3B",TRUE,FALSE
"DNMT3L",TRUE,FALSE
"DNPEP",TRUE,FALSE
"DNTT",TRUE,FALSE
"DNTTIP1",TRUE,FALSE
"DNTTIP2",TRUE,FALSE
"DOC2A",TRUE,FALSE
"DOC2B",TRUE,FALSE
"DOCK1",TRUE,FALSE
"DOCK10",TRUE,FALSE
"DOCK11",TRUE,FALSE
"DOCK2",TRUE,FALSE
"DOCK3",TRUE,FALSE
"DOCK4",TRUE,FALSE
"DOCK5",TRUE,FALSE
"DOCK6",TRUE,FALSE
"DOCK7",TRUE,FALSE
"DOCK8",TRUE,FALSE
"DOCK9",TRUE,FALSE
"DOHH",TRUE,FALSE
"DOK1",TRUE,FALSE
"DOK2",TRUE,FALSE
"DOK3",TRUE,FALSE
"DOK4",TRUE,FALSE
"DOK5",TRUE,FALSE
"DOK6",TRUE,FALSE
"DOK7",TRUE,FALSE
"DOLK",TRUE,FALSE
"DOLPP1",TRUE,FALSE
"DOM3Z",TRUE,FALSE
"DONSON",TRUE,FALSE
"DOPEY1",TRUE,FALSE
"DOPEY2",TRUE,FALSE
"DOT1L",TRUE,FALSE
"DPAGT1",TRUE,FALSE
"DPCR1",TRUE,FALSE
"DPEP1",TRUE,FALSE
"DPEP2",TRUE,FALSE
"DPEP3",TRUE,FALSE
"DPF1",TRUE,FALSE
"DPF2",TRUE,FALSE
"DPF3",TRUE,FALSE
"DPH1",TRUE,FALSE
"DPH2",TRUE,FALSE
"DPH3",TRUE,FALSE
"DPH5",TRUE,FALSE
"DPM1",TRUE,FALSE
"DPM2",TRUE,FALSE
"DPM3",TRUE,FALSE
"DPP10",TRUE,FALSE
"DPP3",TRUE,FALSE
"DPP4",TRUE,FALSE
"DPP6",TRUE,FALSE
"DPP7",TRUE,FALSE
"DPP8",TRUE,FALSE
"DPP9",TRUE,FALSE
"DPPA2",TRUE,FALSE
"DPPA3",TRUE,FALSE
"DPPA4",TRUE,FALSE
"DPPA5",TRUE,FALSE
"DPRX",TRUE,FALSE
"DPRXP4",TRUE,FALSE
"DPT",TRUE,FALSE
"DPY19L2",TRUE,FALSE
"DPY19L2P1",TRUE,FALSE
"DPY19L3",TRUE,FALSE
"DPY19L4",TRUE,FALSE
"DPY30",TRUE,FALSE
"DPYD",TRUE,FALSE
"DPYS",TRUE,FALSE
"DPYSL2",TRUE,FALSE
"DPYSL3",TRUE,FALSE
"DPYSL4",TRUE,FALSE
"DPYSL5",TRUE,FALSE
"DQX1",TRUE,FALSE
"DR1",TRUE,FALSE
"DRAM1",TRUE,FALSE
"DRAP1",TRUE,FALSE
"DRD1",TRUE,FALSE
"DRD1IP",TRUE,FALSE
"DRD2",TRUE,FALSE
"DRD3",TRUE,FALSE
"DRD4",TRUE,FALSE
"DRD5",TRUE,FALSE
"DRG1",TRUE,FALSE
"DRG2",TRUE,FALSE
"DRGX",TRUE,FALSE
"DRP2",TRUE,FALSE
"DSC1",TRUE,FALSE
"DSC2",TRUE,FALSE
"DSC3",TRUE,FALSE
"DSCAM",TRUE,FALSE
"DSCAML1",TRUE,FALSE
"DSCC1",TRUE,FALSE
"DSCR10",TRUE,FALSE
"DSCR1L1",TRUE,FALSE
